path,phase,required,owner,status,revision,sha256,consumes,evidence_ids,confidentiality,produced_by,verified_by,verification_id,verification_event_id,provenance_event_id,schema_id,schema_revision,semantic_type,na_policy_code,na_reason_code,verifier_registry_id,signing_key_id,updated_at,notes
08-validation/postdoctoral-standards-audit.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|07-manuscript/claim-evidence-matrix.csv|06-visuals/visual-ledger.csv|08-validation/reviews/editor.md|08-validation/reviews/methods-statistics.md,,UNRESOLVED,,,,,,S4::08_validation_postdoctoral_standards_audit_md,1,postdoctoral_audit,AUDIT_REQUIRED,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/venue-portfolio.csv,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|08-validation/killer-question-ledger.csv,,UNRESOLVED,,,,,,S4::09_submission_venue_portfolio_csv,1,venue_portfolio,VENUE_PORTFOLIO_REQUIRED,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/novelty-refresh.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,01-novelty/search-protocol.md|01-novelty/search-coverage.csv|01-novelty/novelty-matrix.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::09_submission_novelty_refresh_md,1,generic,GENERIC,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/acceptance-readiness.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-portfolio.csv|09-submission/venue-rules.md|09-submission/submission-audit.md|09-submission/submission-gate-ledger.csv|09-submission/novelty-refresh.md|08-validation/postdoctoral-standards-audit.md,,UNRESOLVED,,,,,,S4::09_submission_acceptance_readiness_md,1,acceptance_readiness,READINESS_REQUIRED,,,,,Future-phase artifact added by schema-v2 assurance migration; cannot predict acceptance without target-matched evidence.
09-submission/acceptance-forecast.csv,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,09-submission/venue-portfolio.csv|09-submission/acceptance-readiness.md,,UNRESOLVED,,,,,,S4::09_submission_acceptance_forecast_csv,1,acceptance_forecast,FORECAST_ONLY_WHEN_ESTIMABLE,,,,,Optional future-phase artifact added by schema-v2 assurance migration; guarantees are prohibited.
00-governance/capability-preflight.json,INTAKE,false,root-integration-owner,MISSING,0,,00-governance/program-charter.md,INPUT-001,UNRESOLVED,,,,,,S4::00_governance_capability_preflight_json,1,generic,GENERIC,,,,,
00-governance/egress-policy.json,INTAKE,false,root-integration-owner,MISSING,0,,00-governance/program-charter.md,INPUT-001,UNRESOLVED,,,,,,S4::00_governance_egress_policy_json,1,generic,GENERIC,,,,,
00-governance/study-profile.json,INTAKE,true,intake_integration,BLOCKED,3,3cffaa6660d4bcb2e203636b75a6f22d435159c85d73edddf3bcba27bea2c92d,00-governance/intake.json,,UNRESOLVED,dispatch-3272c6cff13b,,,,PROV-e82906932302,S4::00_governance_study_profile_json,1,study_profile,PROFILE_REQUIRED_BEFORE_DESIGN,,,,2026-08-02T01:45:48Z,"Schema-v4 migration control-plane defects were repaired, the raw and normalized intake were mechanically recertified, the charter/profile were corrected to nonfinal draft scope, and both structural and strict checks pass. INTAKE cannot advance because program-charter.md and study-profile.json require an externally rooted independent verifier; the reporting route and accountable jurisdiction/ethics authority for later prospective work are not yet resolved."
09-submission/analysis-replay-report.md,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,05-analysis/reproducibility-report.md|09-submission/build-manifest.json,,UNRESOLVED,,,,,,S4::09_submission_analysis_replay_report_md,1,generic,GENERIC,,,,,
09-submission/build-manifest.json,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,07-manuscript/source-manifest.json|09-submission/venue-rules.md,,UNRESOLVED,,,,,,S4::09_submission_build_manifest_json,1,submission_build_manifest,BUILD_REQUIRED_FOR_REPRODUCIBLE_SUBMISSION,,,,,
09-submission/environment-capture.json,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,09-submission/build-manifest.json,,UNRESOLVED,,,,,,S4::09_submission_environment_capture_json,1,generic,GENERIC,,,,,
09-submission/package-manifest.json,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,09-submission/build-manifest.json|09-submission/pdf-qa.json,,UNRESOLVED,,,,,,S4::09_submission_package_manifest_json,1,generic,GENERIC,,,,,
09-submission/pdf-qa.json,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,09-submission/build-manifest.json|09-submission/submission-audit.md,,UNRESOLVED,,,,,,S4::09_submission_pdf_qa_json,1,pdf_qa,PDF_QA_REQUIRED_WHEN_PDF_SUBMITTED,,,,,
01-novelty/prior-art-dedup-report.json,NOVELTY_AUDIT,true,UNASSIGNED,MISSING,0,,01-novelty/prior-art-raw-snapshots.json,,UNRESOLVED,,,,,,S4::01_novelty_prior_art_dedup_report_json,1,prior_art_dedup_report,NOVELTY_SEARCH_REQUIRED,,,,,
01-novelty/prior-art-query-log.json,NOVELTY_AUDIT,true,UNASSIGNED,MISSING,0,,01-novelty/search-protocol.md,,UNRESOLVED,,,,,,S4::01_novelty_prior_art_query_log_json,1,prior_art_query_log,NOVELTY_SEARCH_REQUIRED,,,,,
01-novelty/prior-art-raw-snapshots.json,NOVELTY_AUDIT,true,UNASSIGNED,MISSING,0,,01-novelty/prior-art-query-log.json,,UNRESOLVED,,,,,,S4::01_novelty_prior_art_raw_snapshots_json,1,prior_art_raw_snapshots,NOVELTY_SEARCH_REQUIRED,,,,,
09-submission/submission-gate-ledger.csv,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/submission-audit.md|09-submission/venue-rules.md|09-submission/reporting-checklist.md,,UNRESOLVED,,,,,,S4::09_submission_submission_gate_ledger_csv,1,submission_gate_ledger,SUBMISSION_REQUIRED,,,,,
