case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,population_role,replaced_parent_slot_case_id,parent_envelope_path,parent_envelope_sha256,parent_case_artifact_path,parent_case_artifact_sha256,candidate_envelope_path,candidate_envelope_sha256,historical_envelope_path,historical_envelope_sha256,replacement_selection_rank,replacement_order_rule,replacement_source_sha256,replacement_readme_sha256,replacement_incident_block,replacement_exploit_tx_hash,candidate_id,source_case_id,source_artifact_path,source_artifact_sha256,deployment_time,prediction_cutoff_time,code_size,proxy_status,source_verified_at_cutoff,identity_group,clone_family,proxy_family,protocol_family,mechanism_family,follow_up_horizon,positive_record_sha256,case_artifact_sha256,strict_snapshot_sha256,deployment_time_resolution,prediction_cutoff_time_resolution,code_size_resolution,proxy_resolution,source_verified_at_cutoff_resolution,identity_group_resolution,clone_family_resolution,protocol_family_resolution,mechanism_family_resolution,follow_up_horizon_resolution
ktaf,defihacklabs,ethereum,18385885,0xf5140fc35c6f94d02d7466f793feb0216082d7e5,shanghai,ca2-5c6b3bca3311000683b6,2023-10-19,kTAF,CompoundV2 Inflation Attack,src/test/2023-10/kTAF_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,91ed447eedeac861483bcb32fe39cf0f028a35e3a80b97590af5d896965fb3b4,"[""https://defimon.xyz/attack/mainnet/0x325999373f1aae98db2d89662ff1afbe0c842736f7564d16a7b52bf5c777d3a4""]",[],~$8K,exact_contract_basename,True,True,,,2023-10-19,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-5c6b3bca3311000683b6.json,25d5b8b47e7db21ed16ae4d2d8ff0fbd9fed8cf78a01ba0a3ee2855db6ab2495,cases/ca2-5c6b3bca3311000683b6.json,222710727854c8c09ca8f4e5f3f05dda8688bf69adf1f1a840480a62fa6bf987,,,,,,,,,,,,ca2-5c6b3bca3311000683b6,cases/ca2-5c6b3bca3311000683b6.json,222710727854c8c09ca8f4e5f3f05dda8688bf69adf1f1a840480a62fa6bf987,2020-07-24T00:02:01Z,2020-07-25T00:02:02Z,21094,,,1:0xf5140fc35c6f94d02d7466f793feb0216082d7e5,a76dfb768a8208eb3c8a4e33d24c5d16d65c7465b0c20e9692611203ec69c96e,,,,,be5f2eca6e5bfc5e7079cbe5d318f6338db885422a7aa07ffbffcf1c54530fb6,7fbe75117d68925d8b6255b8340c732aaa2dafb3f2054d7d42e460c28080d8c2,ce633397d9122d5a7a7c8dde90bc1c9b3f157b9dd7a2903911b5aa4f2bf50440,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
BitCrown,defihacklabs-temporal-replacement-finalization,bsc,51131921,0x93b621a9f8f1821a6a693a29672ca3d6612a2a7e,,ca2-5d15ea73c6fd71a4407d,2025-06-09,BitCrown,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,027b2c5a607e9cd461730ed816e8c806fc0121f58cc801550463fed42fd287f5,80deb40c3331deece2fd211578c82b52683c15c302a59c12e6663a910179c993,[],"[""0x442ce0af4d10b23968a66b0b53d7b95f5bb611d55f19dc5a1963c763f65128f0""]",,frozen_chain_global_order_finalization,True,True,51051014,51108603,51131922,,16c9876738cdd037924a9e0a5678f176b70e1519eeec70bb87eddd64c26246eb,,replacement_candidate_selected,[],replacement,ca2-a315156294181711e836,cases/ca2-a315156294181711e836.json,f69fa542eb46be62f32058112c5c29cac9c1dd4eb4fb3bbac3602e9461ef5aea,,,cases/ca2r-afc2255d4280cce6776a.json,24ad7709c5ccf78296070bd4942e04c500da330966019ecb3d0a7a1d6f0b3b8c,historical_cases/ca2r-afc2255d4280cce6776a/ca2r-afc2255d4280cce6776a.json,e9bca5793a76962358c349818d7c2f9b67b720e14946fd0def5ea14001897afc,29,first_eligible_unique_from_frozen_chain_global_order,027b2c5a607e9cd461730ed816e8c806fc0121f58cc801550463fed42fd287f5,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,51131921,0x442ce0af4d10b23968a66b0b53d7b95f5bb611d55f19dc5a1963c763f65128f0,ca2r-afc2255d4280cce6776a,ca2r-afc2255d4280cce6776a,historical_cases/ca2r-afc2255d4280cce6776a/ca2r-afc2255d4280cce6776a.json,e9bca5793a76962358c349818d7c2f9b67b720e14946fd0def5ea14001897afc,2025-06-07T18:22:23Z,2025-06-08T18:22:23Z,1394,,,56:0x93b621a9f8f1821a6a693a29672ca3d6612a2a7e,47645dfce1db46b08101bf25ae1cab478f7fe01aae1fc5f320c834b4f691ef69,,,,,ebc7555ba7b4efe56b82ae2bd5616115764fd7026c9e7693f16eba318f336759,ebf2bea34471f90d0b9633d8436d015b5867fa4f8b3484d57be65035b38d6291,c1092bb09682ffdbd42c68cfa86ba1f6a53384466be98cf04da720783c00126b,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
burntbubba,defihacklabs,ethereum,18680254,0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,shanghai,ca2-87c7a2d034157234fe09,2023-11-29,Burntbubba,Price Manipulation,src/test/2023-11/Burntbubba_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,366337a679c5ba2ed9ef400c4d32ebc352b5fe185180f081b8914db6a7eada2b,"[""https://x.com/MetaSec_xyz/status/1730044259087315046""]",[],~$3K,exact_contract_basename,True,True,,,2023-11-29,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-87c7a2d034157234fe09.json,fe1aae48492bd31beb00612e038308c21946be4911ef47508a34a316551b7af4,cases/ca2-87c7a2d034157234fe09.json,68f0763b18be55554796ad3413b33f7a7adfdfe3c6ab3017e5b10e9ad08b9dd8,,,,,,,,,,,,ca2-87c7a2d034157234fe09,cases/ca2-87c7a2d034157234fe09.json,68f0763b18be55554796ad3413b33f7a7adfdfe3c6ab3017e5b10e9ad08b9dd8,2023-01-10T15:25:11Z,2023-01-11T15:25:11Z,45,EIP1167_PROXY,,1:0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,eff47174a9d8fee3fc9e1627e79bb9206d4e8ab1136859eac65c74c7bb2e6b10,eip1167:0x44d1c6b94b282c678c95b7f4b18de5a53ea4fa9f,,,,5fcf1e88d5a06742f1387b2784aa6dba5a1b8af0d4d452fd15da61763b1c0c15,6469780068827ef6f922c532521b692ed65f01d0b83f34ffeb50bfce9a4de455,c4038b18afa4d3c7c675d9859ec1538db7479b27ba1a541b428a39cdec9f0641,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,VERIFIED_STANDARD_PROXY,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
Bitallx,defihacklabs-temporal-replacement-finalization,bsc,49758338,0xa5f3728767f834c591ee99c8c5854b752f39c385,,ca2-2fce7b426138574319d9,2025-05-16,Bitallx,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,df91fb0c1cd127c834a94b41bd19add57e8a9b3b7b77821f3a4941d78f65eeb4,1526445aff053710d83df52df51c3cccefc8d4e78cfe910ca11c8faf173bd94e,[],"[""0x1fe893e4d8370a8d6da590b32f66bd032217bac2e56bd2bf0de2a9df9c7117dd""]",,frozen_chain_global_order_finalization,True,True,49639488,49697011,49758339,,07f29aabd3c3474268167e88545513a6807ae1a6902fc7831a1ea11a03eec0ca,,replacement_candidate_selected,[],replacement,ca2-efd162261d7f42c2343b,cases/ca2-efd162261d7f42c2343b.json,80df4835f9932520b3011d5f6077c8c4cbf22b9d7d9a7da7fc6f46e045acb536,,,cases/ca2r-0a3059d0a1060001da97.json,e97ac155a484309c1e56a137384cf438b2989b05121f15d257a5530d3172c60c,historical_cases/ca2r-0a3059d0a1060001da97/ca2r-0a3059d0a1060001da97.json,7df23ffa3efa0d2208b85db8a7daf49a568c033b805e537c2b0f8e298e33f0f7,36,first_eligible_unique_from_frozen_chain_global_order,df91fb0c1cd127c834a94b41bd19add57e8a9b3b7b77821f3a4941d78f65eeb4,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,49758338,0x1fe893e4d8370a8d6da590b32f66bd032217bac2e56bd2bf0de2a9df9c7117dd,ca2r-0a3059d0a1060001da97,ca2r-0a3059d0a1060001da97,historical_cases/ca2r-0a3059d0a1060001da97/ca2r-0a3059d0a1060001da97.json,7df23ffa3efa0d2208b85db8a7daf49a568c033b805e537c2b0f8e298e33f0f7,2025-05-14T06:01:07Z,2025-05-15T06:01:07Z,3004,,,56:0xa5f3728767f834c591ee99c8c5854b752f39c385,360797863f75e3511655db4fbee1bbdc2ffe5b4cfca5197865552729a169facf,,,,,30d6b4463de7caae42243bec4fbcc8a3fefa0aa34d3ebae5235b784af1564d7c,d8fcbe9ee676d3bf17ce563992432d28481b22f17e5953c860ce0e4638c578c1,aa42f02fead911c1b337166e852ea7c85be9e58be212ef99fc875cecae72cdf8,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
carolprotocol,defihacklabs,base,7246080,0x26fe408bbd7a490feb056da8e2d1e007938e5685,shanghai,ca2-e726d15fcadb675a6a84,2023-11-30,CAROLProtocol,Price Manipulation Via Reentrancy,src/test/2023-11/CAROLProtocol_exp.sol,base,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,9033a03fb8b67fb19794406d2629035a33362c3189cedc26dc77bdb8cb78c188,"[""https://x.com/MetaSec_xyz/status/1730496513359647167""]",[],~$53k,exact_contract_basename,True,True,,,2023-11-30,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-e726d15fcadb675a6a84.json,b75fbe6a56e7d65940352a6dff787265efe5be2cd67d68563eb8826e6897ea17,cases/ca2-e726d15fcadb675a6a84.json,16aea24064a231ee5786492c5accdcaa58c2f8be5549e0bd042a86aade9f65b8,,,,,,,,,,,,ca2-e726d15fcadb675a6a84,cases/ca2-e726d15fcadb675a6a84.json,16aea24064a231ee5786492c5accdcaa58c2f8be5549e0bd042a86aade9f65b8,2023-09-07T13:32:03Z,2023-09-08T13:32:03Z,17227,,,8453:0x26fe408bbd7a490feb056da8e2d1e007938e5685,4c276a0d5f655c1f1552e5fa588303764bf2426e8ebbd50d2780236ada347a3e,,,,,7df55b80c7942d167aa2b280946a7247fc81bb7175a3c02126df6c8b2cfd8a76,e2c79f25491e2a3b874f8f45dd6a6957df31392c8a29eed7216b8bd6aa05d3e5,fbac66d9dbfdd55b58b1eb9e64fee88e1eb3ad48ef9b79aba82faf92403abbcf,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
ehx,defihacklabs,bsc,33503911,0xe1747a23c44f445062078e3c528c9f4c28c50a51,shanghai,ca2-14bd5d42e2f704e2cc65,2023-11-15,EHX,Lack of Slippage Control,src/test/2023-11/EHX_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,a18c1d9fe7bf05d142752c8e0f8f37630c645e3812628dd1b9fefbc27a7b7fbf,"[""https://x.com/MetaSec_xyz/status/1724691996638618086""]",[],Unclear,exact_contract_basename,True,True,,,2023-11-15,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-14bd5d42e2f704e2cc65.json,b980f03a0f50eae44134f12360f8104c3773fa8ab54414c1c18ec759d4b82569,cases/ca2-14bd5d42e2f704e2cc65.json,33bdca99e0e55d6d6151079b12ffe6b28fb332fe38d901b4c559ec158389337a,,,,,,,,,,,,ca2-14bd5d42e2f704e2cc65,cases/ca2-14bd5d42e2f704e2cc65.json,33bdca99e0e55d6d6151079b12ffe6b28fb332fe38d901b4c559ec158389337a,2022-03-07T13:47:47Z,2022-03-08T13:47:48Z,10284,,,56:0xe1747a23c44f445062078e3c528c9f4c28c50a51,69e8532d67c36a1fcebc172123ac09edaf445ddc589be7a0273ea0cfd18ea4cf,,,,,123557f8b36998332a546d8f01b36f843d3049d1b9635bf307ac685895bd7263,2e417d8d883f33a5476d331907ec6bcea5daf42b6857e52dd75a5130dc4bb1e6,dca74df774a44bd15624c8e00f830c362646300216ff78e526ced1fc43467186,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
mahalend,defihacklabs,ethereum,18544604,0xfd11aba71c06061f446ade4eec057179f19c23c4,shanghai,ca2-af464f834697310f7d30,2023-11-11,MahaLend,Donate Inflation ExchangeRate & Rounding Error,src/test/2023-11/MahaLend_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,06a6d113019acfeb5d11061532075f5f388fa6e5707881f5ed656071edc3ced3,"[""https://twitter.com/Phalcon_xyz/status/1723223766350832071""]",[],~$20 K,exact_contract_basename,True,True,,,2023-11-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-af464f834697310f7d30.json,00afd1b8889503fad13416ff081c9043cfbca7aa2d352ed12b65ebdfc1948810,cases/ca2-af464f834697310f7d30.json,60ddfab4b66eac5a183b84a5e6a4627a5ee0cf780ab1aa671dd5377ce300ae2c,,,,,,,,,,,,ca2-af464f834697310f7d30,cases/ca2-af464f834697310f7d30.json,60ddfab4b66eac5a183b84a5e6a4627a5ee0cf780ab1aa671dd5377ce300ae2c,2022-12-12T07:14:35Z,2022-12-13T07:14:35Z,20065,,,1:0xfd11aba71c06061f446ade4eec057179f19c23c4,7f5839260458b68a9cad21c5a2ae726945c41ef9d183ce68ea5ce52ae6f4fdf1,,,,,41b069439fbff15b01a8d0cae10af5fd6b5e3fbfe8fa3233fde62160c5dcee04,998acaac03f6be63c71571e96199cd8e1bd56b0f31998b1391545791c411cc8d,63daf849d4d1c24c433556cfc1fd50c469b6690d207fa19dc7a8ef474d06ca2f,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
swampfinance,defihacklabs,bsc,33112358,0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,shanghai,ca2-7cd2beaa007600ae46b4,2023-11-01,SwampFinance,Business Logic Flaw,src/test/2023-11/SwampFinance_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,eb471c333ebe8db5610ae95946d94aed50d9c24c5cffc4db6f38a5d78fde763c,"[""https://x.com/MetaSec_xyz/status/1720373044517208261""]",[],Unclear,exact_contract_basename,True,True,,,2023-11-01,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-7cd2beaa007600ae46b4.json,262119c4ffce67593fe6f724b2dfb056c65d691d4351c46fcfe09d763ed867f2,cases/ca2-7cd2beaa007600ae46b4.json,53fe4ffc2bdcdfe19fb71901f0250887d64225825248cc8cf8aab9f029337f8a,,,,,,,,,,,,ca2-7cd2beaa007600ae46b4,cases/ca2-7cd2beaa007600ae46b4.json,53fe4ffc2bdcdfe19fb71901f0250887d64225825248cc8cf8aab9f029337f8a,2021-03-09T12:15:15Z,2021-03-10T12:15:17Z,13863,,,56:0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,0f7ea616aca91925ed96af5db0f4dfc56e3909d586c2354bf3028acac532ee95,,,,,f1d4492319f107517494da62ff822e420703c80387ee78d7ce9ba83a73f75d1b,f6efb212e81a338347e0c0f1dace2fc53b2679d67b692ca6215652afcac3d9bc,2e5d9e764513ced7924321648057c1f628a327ff00f25508fa26d484074e13c6,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
raft,defihacklabs,ethereum,18543485,0x9ab6b21cdf116f611110b048987e58894786c244,shanghai,ca2-c7586710b826b2f08a35,2023-11-10,Raft_fi,Donate Inflation ExchangeRate & Rounding Error,src/test/2023-11/Raft_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,cd2bdd74e5aee1be8cba6a272c1b7db7894120764fc783c363fdac039aff50fe,"[""https://twitter.com/BlockSecTeam/status/1723229393529835972""]",[],~$3.2 M,exact_contract_basename,True,True,,,2023-11-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-c7586710b826b2f08a35.json,2f093ad174ca19da796657747a0496fc963a48aa7edf07b523641bc96b0fa3fe,cases/ca2-c7586710b826b2f08a35.json,f3aab2af62216c1c2c9124a3d4ea5d3f0ce3b4df4445f7daf4ba3eedc09e4c54,,,,,,,,,,,,ca2-c7586710b826b2f08a35,cases/ca2-c7586710b826b2f08a35.json,f3aab2af62216c1c2c9124a3d4ea5d3f0ce3b4df4445f7daf4ba3eedc09e4c54,2023-09-13T12:58:59Z,2023-09-14T12:58:59Z,22615,,,1:0x9ab6b21cdf116f611110b048987e58894786c244,9ada68798dafdb5cf6c9e3941b253fc02aefd22ad289fbd0b6e148d509ca3e23,,,,,4b9ba1a394d4ff86efdb77752fbe42acd804d6e813a965a551caffb2e99be125,cf9915d707c2e2ce3188c03908946be0a2a187d0223e983d4facb570ac600abd,aec5a96328bc2ca4fd8be06497b4a410950c2881b13a5aa185d8ff1d460e8ad9,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
rbalancer,defihacklabs,ethereum,18523440,0xa62f9c5af106feee069f38de51098d9d81b90572,shanghai,ca2-511b838cc3ae7420a912,2023-11-07,RBalancer,Business Logic Flaw,src/test/2023-11/RBalancer_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,f98b66442523d7382a3a7b7768fa85a68ce5e95cf5aa81f7e5e42c6e811bd5f2,"[""https://x.com/AnciliaInc/status/1722121056083943909""]",[],~17 ETH,exact_contract_basename,True,True,,,2023-11-07,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-511b838cc3ae7420a912.json,3d9ddef032b9070aec7c099491887157a34b10f1b0021ae7b727585685e166da,cases/ca2-511b838cc3ae7420a912.json,9fcbb0841b727e6d489a67ea6078048c20be2b1aab37b6a772f76dd23e733cf1,,,,,,,,,,,,ca2-511b838cc3ae7420a912,cases/ca2-511b838cc3ae7420a912.json,9fcbb0841b727e6d489a67ea6078048c20be2b1aab37b6a772f76dd23e733cf1,2023-09-24T06:20:23Z,2023-09-25T06:20:23Z,10584,,,1:0xa62f9c5af106feee069f38de51098d9d81b90572,da57b27644dbbc089a8d6b16a814af8c0d53bd42ea4e561fc0e4785084ddd46a,,,,,dff3fe1c9647e0743dfecd512132805884d3d50ed03bf6347c0df52b4b698a77,83da6ea8bcc58b50e5c817affdebfc01e4e067c6aa2e585acfead13fd2ac2276,67539741281a1ee2e590cf4e43fd26c78583e6be80cdf26d4ed6492bab219145,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
